,tokenized
99710,"['별로', '나이프', '진짜', '별로', '에요', '걍', '그래요', '누가', '사용', '거마', '냥', '기스및', '상처', '너무', '많아요']"
199184,"['예상', '했던', '사이즈', '보다', '작아요', 'ㅠㅠ', '보통', '정도', '사이즈', '시키면', '잘맞는데', '좀', '작게', '나온거', '같아요']"
31494,"['선풍기', '커버', '좋아요', '에어컨', '커버', '생각', '보다', '얇어요']"
61996,"['생각', '보다', '모자', '너무', '커서', '한번', '착용', '못', '하고있어요', 'ㅜㅜ', '쓰면', '앞', '으로', '너무', '내려가서', 'ㅜ', '완벽히', '가리고싶은', '분', '한테', '강추', '입니다']"
153143,"['반려견', '추천', '제품', '입니다']"
40191,"['그냥', '저', '냥', '쓸만', '합니다', '가격', '대', '괜찮아요']"
324,"['상품', '평이', '좋아서', '샀는데', '품질', '가격', '만큼', '요', '허리', '지지', '곳', '플라스틱', '이다', '보니', '좌우', '로', '흐느', '적', '거립', '니', '다솔', '직히', '불편하네요']"
36332,"['가격', '대비', '넘', '좋구요', '건조', '기안', '돌리고', '옷', '걸이', '걸어말리', '면', '구김', '도안', '가서', '좋아요']"
181452,"['좋은', '제품', '예요', '처음', '구', '매', '제품', '인데', '깔끔하게', '포장', '되고', '냉동', '되어', '배송', '잘', '받았습니다', '유기농', '이라서', '씻지', '않고', '냉동', '시켜', '먹고있어요', '우리', '딸아이', '넘', '맛있게잘', '먹고있어요']"
132677,"['남편', '사줬는데', '편해', '보이', '예쁘네요']"
77286,"['조아요', '다른', '곳', '보다', '싸서', '샀는데', '상자', '하나', '찌그러진거', '와서', '아쉽네요', '상품', '멀쩡해요']"
41443,"['발', '너무', '빠져서', '못', '쓰겠어요', '발', '주머니', '에도', '찍', '찍이가있음', '좋았을텐데', '자꾸', '빠져서', '아기', '깜짝깜짝', '놀라네요', '달도', '못', '쓰고', '처분', '하네요']"
33555,"['도톰하고', '좋아요', '기대', '보다', '더', '만족스럽네요', '누비', '튼튼하고', '부드러운', '재질', '이라', '더', '포근하게', '느껴져요', '적극', '추천', '합니다']"
51386,"['평소', '블러', '셔', '안', '했는데', '이건', '색도', '은은하고한', '듯안', '자연', '스럽게', '발색', '되어더', '좋아용']"
47096,"['생각', '보다', '좀', '작고', '캣닙', '있다는데', '별', '반응', '안', '합니다', '첫날', '빼곤', '거들', '떠', '도안', '봐요', '싸구려', '티좀', '나', '고요']"
165166,"['성분', '좋은바', '디워', '시를', '써야', '할것', '같아요', '피부', '가막', '간지럽고', '그래요', 'ㅜㅜ', '향기', '만', '좋아요']"
53823,"['깔끔한것', '원하시는', '분', '구매', '안하시는게', '좋겠어요', '판매', '자', '분', '설명', '대로', '마감', '이그리', '깨끗하지못해', '요', '저', '는막', '쓸거', '라싸', '잘산것', '같아요']"
74982,"['별로', '안좋아요', '불만족']"
91518,"['배송', '상품', '모두', '실망', '이네', '요']"
118918,"['발', '밀착', '되지', '않고', '불편함']"
39308,"['구매', '잘', '못', '함으로', '만족하지못', '했어여']"
85747,"['방댕', '사이즈', '생각', '않고', '만드신거', '같아요', '앞', '보다', '뒤', '더', '길게', '만들어야', '되는데', '앞뒤', '같아서', '뒤', '가방', '댕', '이를', '못', '덮으니까', '자꾸', '올라가서소', '중이', '엄청', '낍니다', '편할라고', '샀다가', '하루', '죙일낀빤쮸', '내린다고', '구석', '만', '찾아다녔어요', 'ㅡㅡ']"
98521,"['다리', '너무', '약해요']"
143449,"['초록색', '시켰는데', '회색', '오네요', 'ㅡㅡ', '신경', '써주시죠', '급해서', '그냥', '씁니다', '급해서', 'ㅡㅡ']"
160811,"['가성', '비', '좋음', '배송', '월요일', '주문', '해서', '금요일', '옴', '근데', '상품', '불량', '으로', '그', '다음주', '금', '요', '에옴', '토탈', '일', '걸림', 'ㅎㅎ']"
13030,"['생각', '보다', '크고', '쫌', '무거워', '요', 'ㅠ', '안', '있는', '용기', '홈', '커서', '음식물', '잘', '낄것', '같아요']"
36699,"['배송', '빨랐습니다', 'ㅋㅋㅋ']"
61870,"['발볼', '좁게나', '옵니다', '참고하세요']"
159192,"['마감', '아쉬워요', '가격', '대비', '넘', '실망', '요']"
120258,"['혹시', '해서세', '어보', '니', '개가아니라', '개입', '니', 'ㅡㅡ', '개는', '어디', '로', '갔을까요', '그리고', '고리', '한쪽', '으로', '쏠려있는', '제품', '들이있네요', '쓰는데', '지장', '없는건', '가요']"
110430,"['가격', '오프라인', '보다', '훨씬', '저렴하고', '배송', '빨', '라서', '좋았습니다']"
71310,"['처음', '사봤는데', '효과', '좋으면', '좋겠어요']"
95354,"['택배', '비닐', '뜯겨져오고', '비닐', '포장', '뜯겨서', '와서', '속', '베개', '훤', '히', '보이는', '상태', '에서', '왔네요', '이리저리', '굴러서', '더럽고', '베개', '마무리', '가제', '대로', '안되서', '좁쌀', '다나', '오고', '아기', '쓰는건데', '꼼꼼하게', '포장', '해서오면', '참', '좋을것', '같아요', '기분', '안좋네요']"
129490,"['세탁', '했는데', '실밥', '너무', '많이', '니', '오', '요']"
84546,"['헐', '역시', '나']"
14363,"['원래', '밥', '쇽사블', '로', '들어서', '그런지', '모르겠지만', '소리', '최', '대치', '로', '올려', '도작', '요소', '장용', '으로가', '지고', '있어', '야할듯']"
159232,"['맘', '에드', '사진', '으로만', '들수있어서', '좋았어요']"
130891,"['크기', '왜', '랗', '큰거', '아녀', 'ㅠㅠ']"
135210,"['추천', '합니다', '시장', '에서', '샀다가', '여기', '서사', '니', '시장', '에서', '바가지', '쓴거', '같아요', 'ㅠㅜ', '여기', '께', '양도', '많고', '싸기도', '싸고', '이제', '여기', '서', '시켜', '먹을랍니다', '적극', '추천', '합니다']"
74130,"['가격', '배송', '품질', '대', '만족']"
31288,"['유통', '기한', '넉넉하고', '포장', '잘', '되서', '왔네요', '한번', '꾸준히', '먹어', '볼게요']"
184898,"['배송', '빨라요', '일정', '도사', '용했어요', '아이', '편하다며', '너무', '좋아했는데', '오늘', '보니', '주머니', '입구', '쪽', '끈있는', '부분', '너덜너덜하네요', '버려야겠어요', 'ㅠㅠ']"
61637,"['적극', '추천', '합니다', '배송', '빠르구요', '재품', '포장', '상태', '좋구요', '오늘', '하루', '즐겁게', '보내세요', '만족합니다', '번창', '하세요', '많이', '파세요']"
33857,"['한번', '빨', '면', '보풀', '생겨서', '못', '입어요', 'ㅎ', '급하게', '사긴', '했는데', '한번', '입고', '버렸어요']"
163922,"['인간', '적', '으로', '상의', '팔', '기장', '너무', '길어요', '단추', '때문', '줄이지도', '못함']"
68425,"['비키', '가는데', '충전', '잘안되', '서', '밧데리', '많이', '줄어요']"
31314,"['시공', '하기가', '상당히', '까다롭습니다', '걸리는', '부분', '흐물흐물', '해서', '엄청', '불편하게', '만들어져있어요']"
121092,"['맛있게', '먹었어요', '연어', '말고', '다른건', '첨', '시켜', '보는데', '맛', '나네요']"
75120,"['만능', '무슨', '별로', '에요', '인터넷', '에서', '좋다는', '글', '보고', '산건', '에바', '이럴에', '낚', '건지', '마트', '에서', '파는', '몇', '천원', '짜리', '보다못', '함']"
128737,"['재구매', '찬듯', '안', '찬듯', '최고', '에요', '다른', '반지', '죄다', '모셔', '두고이거만', '차고', '다녀용']"
40721,"['구매', '에서', '일', '주', '일후', '받으실', '분', '구매', '하시면', '됩니다', '배송', '엄청', '느립니다', '그리고', '영상', '확대', '되어', '나오는건', '좋은데', '확대', '했으면', '초점', '맞아야', '되는데', '초점', '안', '맞네요', 'ㅠㅠ']"
47734,"['좋아요', '세탁기', '위선', '반', '수납', '공간', '제', '대로사', '용하고있습니다']"
169272,"['살', '아들', '생애', '첫', '팔찌', '인데', '너무', '맘', '들어', '해', '요', '받자마자', '착용', '하고', '잤네요', 'ㅎ']"
73486,"['수량', '부족', '후', '숙이', '아닌', '물러진것', '개중', '말랑하다고', '느껴지는것', '모두', '깍', '았', '더니', '키위', '모양', '반쪽', '버글버글', '함']"
11115,"['여름', '이라', '배', '덮으면', '더울거', '같아서', '걸', '로', '샀는데', '역시', '맘', '에드', '요배', '거슬림이', '없어', '너무', '편합니다']"
89184,"['포장', '야무지고', '배송', '정말', '빨랐어요']"
64558,"['앞치마', '붙이려고', '구입', '했어요', '좋아요']"
75686,"['쓰고있는데', '때', '같은게', '밀려', '나와서', '매우', '당황', '스럽', '그리', '고향이', '진짜진짜', '독한것', '같아요', '다른', '세', '정제', '비해']"
36038,"['오래', '앉아도', '엉덩이', '뼈', '가눌리지', '않아', '좋아요', '시간', '정도', '거뜬히', '앉아있어요']"
98532,"['유광', '카본', '써', '본', '것', '중', '요', '쵝', '오네요']"
176890,"['그동안', '스벅프리퀀', '시', '왜', '모았는지']"
191887,"['레드', '생각', '보다', '이뻐서', '좋았습니다']"
114,"['작업', '하기', '까다로', '움', '효과', '체감', '안됨']"
75373,"['해외', '배송', '치고는', '빠른', '편', '인데', '요시', '용해', '보곤', '좀', '실망했어요', '외관', '상', '뚜껑', '부분', '좀때', '가탄', '느낌', '작동', '해보았는데', '기포', '나', '이런거안나고', '소리', '만큼', 'ㅠㅠ', '암튼', '실망', '이네', '요']"
118597,"['개', '월남', '아', '입니다', '얼굴', '작은', '편', '아닌가', '같어요', 'ㅎㅎ', '마스크', '면적', '사이즈', '잘맞고이어', '밴드', '좀', '남아', '서', '같이', '챙겨주신', '스토퍼', '로', '사이즈', '조절', '해주니', '잘맞습니다', '디자인', '넘', '이쁘고', '빨', '기도', '어렵지', '않아요']"
173830,"['재구매', '잘쓰고있습니다', '오히려', '어른', '인제', '가더', '편해서', '많이', '앉아요']"
188376,"['또', '주문', '할', '예정', '이에요']"
34041,"['밥', '만', '있음', '됩니다']"
73416,"['싸게잘', '샀습니다', '많이', '파세요']"
49185,"['나무', '수', '저', '세트', '깔끔하고어디', '든잘', '어울려서', '구매', '햇', '어', '요', '좋아요']"
128769,"['영상', '따라해', '도상', '단부', '분', '하고', '하단', '부분', '나뉘는', '쪽', '줄이', '생김']"
33569,"['조미료', '수납', '용', '으로', '구매', '했어요']"
37771,"['허', '접함', '견고하지도', '않음', '마감', '상', '태안', '조음']"
82253,"['조립', '어떻게', '했길래', '계속', '흔들립니까', '이래놓고', '조립', '비', '만원', '이라', '구', '요']"
131847,"['아이', '펜', '만', '쓰려고하네요', '필기', '감', '너무', '좋데요']"
107459,"['튼튼하고', '예리한', '어시스트', '훅', '입니다', '저렴한', '가격', '에틴', '셀', '까지', '잘쓰겠습니다']"
131919,"['따뜻하고', '좋아요', '추천', '합니다']"
14242,"['오이지', '에서', '냄새', '너무', '심해', '여', '구린내가', '너', '무심', '하고', '아이스팩', '달랑', '개', '와서', '오이지', '뜨거워져서', '왔어여', 'ㅡㅡ', '진심', '냄새', '너무', '똥', '내', '나', '서', '어떻게', '먹어', '야할지', '절대', '시안', '삼']"
175298,"['배송', '박스', '이렇게', '와서', '속상했어요', '전', '기', '테잎', '몇개', '그냥', '버리고', '교환', '귀찮아서', '사용', '합니다', '제품', '믿고']"
24366,"['트', '라', '이탄', '소재', '라', '안심', '하고', '주문', '했어', '요새', '감도', '너', '무여', '뻐', '요']"
122040,"['장갑', '생각', '보다', '작아용', 'ㅠ']"
7753,"['완전', '편하고', '입기', '좋아요', '치마', '바지라', '짧아도', '괜찮네요']"
76416,"['별', '효과', '없어요', '비추']"
62450,"['노란색', '포인트', '되고', '화사해용']"
75104,"['재구매', '선물', '려고', '재구매', '합니당']"
98128,"['꼼꼼하게잘', '포장', '되어서', '왔어요', '시원하게', '잘쓸께요']"
4272,"['깔창', '때문', '발', '이안', '들어가요', 'ㅠㅜ']"
106845,"['아이', '좋', '다해', '서', '샀어요', '뾰', '루지', '효과', '있나', '봐요']"
196370,"['상품', '좋아여']"
42702,"['진짜', '별', '로예', '요물', '새고', '온도', '잘안', '올라가요', '미지근한', '물', '만', '나오고', '돈', '아까워요', '더', '싼', '제품', '많던데', '그런거', '살거', '그랬어요']"
37594,"['기능', '좋지만', '너무', '싼', '티나', '요']"
20736,"['거치', '대', '편합니다', '생각', '보다', '힘', '있던', '대요']"
106580,"['아직', '쓰기', '전', '인데', '좋겠지요', 'ㅎㅎㅎ']"
134175,"['냄새', '별로', '에요', '오래되서', '그런', '가하는', '생각', '했어요', '묽은', '편이', '라', '발림', '성', '좋아요']"
49745,"['가격', '저렴하고', '병원', '보다', '훨씬', '싸고', '좋습니다']"
7516,"['너무', '커요', 'ㅠ', '사이', '즈', '생각', '못', '제', '잘못', '죠']"
189897,"['재구매', '두번째', '구매', '에요', '지인', '추천', '많이', '합', '니당']"
154208,"['욘', '나리', '좋다고', '해서', '삼', '배송비', '없으면', '더', '좋겠지만', '제', '너무', '많은걸', '바라는거라', '생각', '함', '가격', '좋고', '양도', '좋고', '효과', '좋다', '고함']"
31597,"['들이', '제품', '중알', '완전히', '썩었구요', '개정', '썩은', '감자', '액', '묻어', '조금씩', '상한', '상태', '였어요', '골라내', '도적', '양은', '아니고', '그런대로', '만족합니다']"
